rank,record_id,title,authors_as_listed,arxiv,publication_year,frontier_labels,primary_arxiv_category,citation_count,citation_count_without_self_citations,citations_per_year,impact_proxy_score_0_100,frontier_count,placement_count,citation_source,inspire_url
221,arxiv:2205.10404,Prospects for Heavy WIMP Dark Matter Searches at Muon Colliders,K. Black et al.,2205.10404,2022,Energy,hep-ex,18,14,4.2636186770428015,58.026070763500925,1,1,INSPIRE,https://inspirehep.net/literature/2086416
222,arxiv:2208.03284,Interpretable Uncertainty Quantification in AI for HEP,T. Y. Chen et al.,2208.03284,2022,Computational,hep-ex,17,13,4.23839590443686,56.47113594040968,1,1,INSPIRE,https://inspirehep.net/literature/2132723
223,arxiv:2203.12389,Climate Impacts of Particle Physics,K. Bloom et al.,2203.12389,2022,Community Engagement,physics.soc-ph,18,13,4.1090625,57.91433891992551,1,1,INSPIRE,https://inspirehep.net/literature/2057468
224,arxiv:2203.11846,Tabletop Experiments for Infrared Quantum Gravity,D. Carney et al.,2203.11846,2022,Theory,gr-qc,18,14,4.106495940037477,57.8584729981378,1,1,INSPIRE,https://inspirehep.net/literature/2056990
225,arxiv:2209.07412,The Dense Matter Equation of State and QCD Phase Transitions,S. Bogdanov et al.,2209.07412,2022,Cosmic,astro-ph.HE,16,10,4.103932584269663,54.73929236499069,1,1,INSPIRE,https://inspirehep.net/literature/2152215
226,arxiv:2203.10184,Study of Electroweak Phase Transition in Exotic Higgs Decays at the CEPC,Z. Wang et al.,2203.10184,2022,Energy,hep-ex,18,13,4.096261682242991,57.746741154562386,1,1,INSPIRE,https://inspirehep.net/literature/2055631
227,arxiv:2203.08821,Low Background kTon-Scale Liquid Argon Time Projection Chambers,A. Avasthi et al.,2203.08821,2022,Cosmic | Instrumentation | Neutrinos | Underground Facilities and Infrastructure,physics.ins-det,18,9,4.091163658991911,57.69087523277467,4,4,INSPIRE,https://inspirehep.net/literature/2054088
228,arxiv:2203.07479,Future Advances in Photon-Based Neutrino Detectors,J. R. Klein et al.,2203.07479,2022,Instrumentation | Neutrinos,physics.ins-det,18,7,4.086078309509012,57.60707635009311,2,2,INSPIRE,https://inspirehep.net/literature/2052358
229,arxiv:2203.07141,Hadron Spectroscopy at STCF,F. K. Guo et al.,2203.07141,2022,Rare Processes and Precision Measurements,hep-ph,18,15,4.086078309509012,57.60707635009311,1,1,INSPIRE,https://inspirehep.net/literature/2051313
230,arxiv:2203.06773,Strategies for Beam-Induced Background Reduction at Muon Colliders,D. Ally et al.,2203.06773,2022,Energy | Instrumentation,physics.ins-det,18,15,4.083540372670807,57.523277467411546,2,2,INSPIRE,https://inspirehep.net/literature/2050949
231,arxiv:2203.06476,The ReLiC: Recycling Linear e+e− Collider,V. N. Litvinenko et al.,2203.06476,2022,Accelerator Science and Technology | Energy,hep-ex,18,13,4.081005586592179,57.46741154562383,2,2,INSPIRE,https://inspirehep.net/literature/2050944
232,arxiv:2209.02883,Physics Opportunities in the ORNL Spallation Neutron Source Second Target Station Era,J. Asaadi et al.,2209.02883,2022,Cosmic | Instrumentation | Neutrinos,hep-ex,16,6,4.078157711095604,54.34823091247672,3,3,INSPIRE,https://inspirehep.net/literature/2148110
233,arxiv:2203.03925,Physics Opportunities for the Fermilab Booster Replacement,J. Arrington et al.,2203.03925,2022,Accelerator Science and Technology | Neutrinos | Rare Processes and Precision Measurements | Theory,hep-ph,18,7,4.070897832817337,57.35567970204842,4,4,INSPIRE,https://inspirehep.net/literature/2048096
234,arxiv:2008.13636,HL-LHC Computing Review: Common Tools and Community Software,T. Aarrestad et al.,2008.13636,2020,Computational,physics.comp-ph,24,10,4.04149377593361,62.12290502793296,1,1,INSPIRE,https://inspirehep.net/literature/1814031
235,arxiv:2204.01178,Key Directions for Research and Development of Superconducting Radio Frequency Cavities,S. Belomestnykh et al.,2204.01178,2022,Accelerator Science and Technology,physics.acc-ph,17,3,3.90764631843927,55.74487895716946,1,1,INSPIRE,https://inspirehep.net/literature/2062535
236,arxiv:2203.16255,"Physics Community Needs, Tools, and Resources for Machine Learning",P. Harris et al.,2203.16255,2022,Cosmic | Computational | Energy | Instrumentation | Neutrinos,cs.LG,17,7,3.897834274952919,55.68901303538175,5,5,INSPIRE,https://inspirehep.net/literature/2060087
237,arxiv:2203.10089,Theory Frontier: Theory Meets the Lab,R. Essig et al.,2203.10089,2022,Cosmic | Energy | Rare Processes and Precision Measurements | Theory,hep-ph,17,10,3.868691588785047,55.633147113594035,4,4,INSPIRE,https://inspirehep.net/literature/2054740
238,arxiv:2203.07495,Probing New Physics with mu+mu− → bs at a Muon Collider,W. Altmannshofer et al.,2203.07495,2022,Energy,hep-ph,17,13,3.859073958980733,55.493482309124765,1,1,INSPIRE,https://inspirehep.net/literature/2052440
239,arxiv:2203.07212,Prompt Electron and Tau Neutrinos and Antineutrinos in the Forward Region at the LHC,W. Bai et al.,2203.07212,2022,Cosmic | Energy | Neutrinos,hep-ph,17,8,3.859073958980733,55.493482309124765,3,3,INSPIRE,https://inspirehep.net/literature/2051674
240,arxiv:2203.07491,Prospects for obtaining Dark Matter Constraints with DESI,M. Valluri et al.,2203.07491,2022,Cosmic,astro-ph.CO,17,10,3.859073958980733,55.493482309124765,1,1,INSPIRE,https://inspirehep.net/literature/2052451
241,arxiv:2203.07250,"Quantum Sensors for HEP Science – Interferometers, Mechanics, Traps, and Clocks",D. Carney et al.,2203.07250,2022,Cosmic | Instrumentation | Rare Processes and Precision Measurements,quant-ph,17,10,3.859073958980733,55.493482309124765,3,3,INSPIRE,https://inspirehep.net/literature/2051476
242,arxiv:2203.06219,Testing Neutrino Flavor Models,J. Gehrlein et al.,2203.06219,2022,Neutrinos | Theory,hep-ph,17,12,3.8518920595533497,55.353817504655495,2,2,INSPIRE,https://inspirehep.net/literature/2050932
243,arxiv:2203.05052,An 8 GeV Linac as the Booster Replacement in the Fermilab Power Upgrade,S. Belomestnykh et al.,2203.05052,2022,Accelerator Science and Technology | Neutrinos,physics.acc-ph,17,9,3.8471189591078065,55.29795158286778,2,2,INSPIRE,https://inspirehep.net/literature/2049848
244,arxiv:2203.04312,Dual-Readout Calorimetry for Future Experiments Probing Fundamental Physics,I. Pezzotti et al.,2203.04312,2022,Instrumentation,physics.ins-det,17,10,3.844736842105263,55.24208566108007,1,1,INSPIRE,https://inspirehep.net/literature/2048984
245,arxiv:2203.03211,Charm Physics in the High-Luminosity Super Tau-Charm Factory,H.-Y. Cheng et al.,2203.03211,2022,Rare Processes and Precision Measurements,hep-ph,17,13,3.8423576732673266,55.18621973929236,1,1,INSPIRE,https://inspirehep.net/literature/2047216
246,arxiv:2208.10466,The Carbon Footprint of Proposed e+e- Higgs Factories,"P. Janot, A. Blondel.",2208.10466,2022,Accelerator Science and Technology | Energy,hep-ph,15,13,3.783667127071823,52.19739292364991,2,2,INSPIRE,https://inspirehep.net/literature/2139871
247,arxiv:2204.10774,High Average Power Ultrafast Laser Technologies for Driving Future Advanced Accelerators,L. Kiani et al.,2204.10774,2022,Accelerator Science and Technology,physics.acc-ph,16,13,3.7222929936305733,53.510242085661076,1,1,INSPIRE,https://inspirehep.net/literature/2071199
248,arxiv:2203.17258,"More is Different: Non-Minimal Dark Sectors and Their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021",K. R. Dienes et al.,2203.17258,2022,Cosmic | Energy | Theory,hep-ph,16,11,3.670854271356784,53.45437616387337,3,3,INSPIRE,https://inspirehep.net/literature/2060837
249,arxiv:2203.12035,Displaying Dark Matter Constraints from Colliders with Varying Simplified Model Parameters,A. Albert et al.,2203.12035,2022,Energy,hep-ph,16,8,3.650218613366646,53.39851024208566,1,1,INSPIRE,https://inspirehep.net/literature/2057422
250,arxiv:2203.10074,Advancing the Landscape of Multimessenger Science in the Next Decade,K. Engel et al.,2203.10074,2022,Cosmic,astro-ph.HE,16,12,3.641121495327103,53.34264432029795,1,1,INSPIRE,https://inspirehep.net/literature/2054825
251,arxiv:2203.08088,Future Collider Options for the US,P. C. Bhat,2203.08088,2022,Accelerator Science and Technology | Energy | Theory,hep-ex,16,6,3.634328358208955,53.25884543761639,3,3,INSPIRE,https://inspirehep.net/literature/2052590
252,arxiv:2203.08094,The Physics Case for a Neutrino Factory,A. Bogacz et al.,2203.08094,2022,Accelerator Science and Technology | Energy | Neutrinos,hep-ph,16,11,3.634328358208955,53.25884543761639,3,3,INSPIRE,https://inspirehep.net/literature/2052576
253,arxiv:2203.07533,"Warped Compactifications in Particle Physics, Cosmology and Quantum Gravity",P. Agrawal et al.,2203.07533,2022,Theory,hep-th,16,10,3.6320696084524546,53.17504655493482,1,1,INSPIRE,https://inspirehep.net/literature/2052899
254,arxiv:2203.06114,Displaced Fat-Jets and Tracks to Probe Boosted Right-Handed Neutrinos in the U(1)_{B−L} Model,R. Padhan et al.,2203.06114,2022,Energy | Theory,hep-ph,16,8,3.62531017369727,53.11918063314711,2,2,INSPIRE,https://inspirehep.net/literature/2050089
255,arxiv:2205.14379,Signal Strength and W-boson Mass Measurements as a Probe of the Electroweak Phase Transition at colliders,A. Papaefstathiou et al.,2205.14379,2022,Energy | Theory,hep-ph,15,8,3.5715449804432855,51.69459962756052,2,2,INSPIRE,https://inspirehep.net/literature/2089025
256,arxiv:2204.07944,Impact of Lattice s(x)−sbar(x) Data in the CTEQ-TEA Global Analysis,T.-J. Hou et al.,2204.07944,2022,Computational | Energy | Theory,hep-ph,15,4,3.4785714285714286,51.63873370577281,3,3,INSPIRE,https://inspirehep.net/literature/2068156
257,arxiv:1912.11871,Circular and Linear e+e− Colliders: Another Story of Complementarity,"A. Blondel, P. Janot.",1912.11871,2019,Energy,hep-ex,23,20,3.474255583126551,60.055865921787706,1,1,INSPIRE,https://inspirehep.net/literature/1773245
258,arxiv:2203.07144,DIMUS: Super-Compact Dimuonium Spectroscopy Collider at Fermilab,P. J. Fox et al.,2203.07144,2021,Accelerator Science and Technology | Rare Processes and Precision Measurements | Theory,hep-ex,18,15,3.469393139841689,55.95903165735568,3,3,INSPIRE,https://inspirehep.net/literature/2010052
259,arxiv:2203.09467,Celeritas: GPU-Accelerated Particle Transport for Detector Simulation in High Energy Physics Experiments,S. C. Tognini et al.,2203.09467,2022,Computational,physics.data-an,15,13,3.409303049159926,51.47113594040968,1,1,INSPIRE,https://inspirehep.net/literature/2054225
260,arxiv:2203.08335,Accelerator Modeling Community White Paper,S. Biedron et al.,2203.08335,2022,Accelerator Science and Technology | Computational,physics.acc-ph,15,10,3.4071828358208953,51.35940409683426,2,2,INSPIRE,https://inspirehep.net/literature/2053629
261,arxiv:2203.07946,Data-Driven Cosmology,M. A. Amin et al.,2203.07946,2022,Theory,astro-ph.CO,15,9,3.4071828358208953,51.35940409683426,1,1,INSPIRE,https://inspirehep.net/literature/2052871
262,arxiv:2203.08357,Novel Materials and Concepts for Next-Generation High Power Target Applications,K. Ammigan et al.,2203.08357,2022,Accelerator Science and Technology,physics.acc-ph,15,7,3.4071828358208953,51.35940409683426,1,1,INSPIRE,https://inspirehep.net/literature/2053659
263,arxiv:2203.07291,High Density Galaxy Clustering in the Regime of Cosmic Acceleration,K. Dawson et al.,2203.07291,2022,Cosmic,astro-ph.CO,15,10,3.4050652579241762,51.21973929236499,1,1,INSPIRE,https://inspirehep.net/literature/2051218
264,arxiv:2203.07218,Strong CP Beyond Axion Direct Detection,N. Blinov et al.,2203.07218,2022,Cosmic | Energy | Theory,hep-ph,15,11,3.4050652579241762,51.21973929236499,3,3,INSPIRE,https://inspirehep.net/literature/2050809
265,arxiv:2205.11730,BSM Higgs Production at a Muon Collider,T. Han et al.,2205.11730,2022,Energy | Theory,hep-ph,14,13,3.3226120857699804,50.093109869646185,2,2,INSPIRE,https://inspirehep.net/literature/2087160
266,arxiv:2109.14938,"HL-LHC Computing Review Stage-2, Common Software Projects: Event Generators",E. Yazgan et al. (HSF Physics Event Generator Working Group),2109.14938,2021,Computational | Theory,hep-ph,16,3,3.294250281848929,52.4487895716946,2,2,INSPIRE,https://inspirehep.net/literature/1935816
267,arxiv:2203.08484,XCC: An X-ray FEL-Based γγ Collider Higgs Factory,T. Barklow et al.,2203.08484,2022,Accelerator Science and Technology | Energy,hep-ex,14,7,3.1820161792159305,49.981378026070765,2,2,INSPIRE,https://inspirehep.net/literature/2053742
268,arxiv:2203.08319,Enhanced NeUtrino BEams from kaon Tagging (ENUBET),A. Longhin et al. (ENUBET Collaboration),2203.08319,2022,Accelerator Science and Technology | Neutrinos,hep-ex,14,10,3.1800373134328357,49.869646182495345,2,2,INSPIRE,https://inspirehep.net/literature/2053505
269,arxiv:2203.08211,Higgs-Energy LEptoN (HELEN) Collider Based on Advanced Superconducting Radio Frequency Technology,S. Belomestnykh et al.,2203.08211,2022,Accelerator Science and Technology | Energy,physics.acc-ph,14,3,3.1800373134328357,49.869646182495345,2,2,INSPIRE,https://inspirehep.net/literature/2053427
270,arxiv:2203.08102,SBN-BD: O(10 GeV) Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08102,2022,Accelerator Science and Technology | Neutrinos | Rare Processes and Precision Measurements,hep-ex,14,6,3.1800373134328357,49.869646182495345,3,3,INSPIRE,https://inspirehep.net/literature/2052882
271,arxiv:2203.03698,Higher-Order Corrections for t tbar Production at High Energies,N. Kidonakis.,2203.03698,2022,Energy,hep-ph,14,10,3.1642945544554455,49.757914338919925,1,1,INSPIRE,https://inspirehep.net/literature/2048027
272,arxiv:2106.02133,An Upgrade Path for the Fermilab Accelerator Complex,R. Ainsworth et al.,2106.02133,2021,Accelerator Science and Technology | Neutrinos,physics.acc-ph,16,8,3.08716323296355,52.113594040968344,2,2,INSPIRE,https://inspirehep.net/literature/1867161
273,arxiv:2203.09691,Precision Studies of Spacetime Symmetries and Gravitational Physics,E. Adelberger et al.,2203.09691,2022,Accelerator Science and Technology | Cosmic | Instrumentation | Rare Processes and Precision Measurements,hep-ex,13,12,2.9565691158156913,48.9292364990689,4,4,INSPIRE,https://inspirehep.net/literature/2054694
274,arxiv:2203.08374,Advanced RF Structures for Wakefield Acceleration and High-Gradient Research,X. Lu et al.,2203.08374,2022,Accelerator Science and Technology,physics.acc-ph,13,4,2.952891791044776,48.87337057728119,1,1,INSPIRE,https://inspirehep.net/literature/2053620
275,arxiv:2203.07339,FNAL PIP-II Accumulator Ring,W. Pellico et al.,2203.07339,2022,Accelerator Science and Technology,physics.acc-ph,13,11,2.9510565568676195,48.81750465549348,1,1,INSPIRE,https://inspirehep.net/literature/2051636
276,arxiv:2203.05924,Real-time Cosmology with High Precision Spectroscopy and Astrometry,S. Chakrabarti et al.,2203.05924,2022,Cosmic,astro-ph.CO,13,10,2.945564516129032,48.76163873370577,1,1,INSPIRE,https://inspirehep.net/literature/2050278
277,arxiv:2206.03456,Summarizing Experimental Sensitivities of Collider Experiments to Dark Matter Models and Comparison to Other Experiments,A. Boveia et al.,2206.03456,2022,Energy,hep-ph,12,6,2.875984251968504,47.923649906890134,1,1,INSPIRE,https://inspirehep.net/literature/2092603
278,arxiv:2107.06021,Future searches for SUSY at the LHC post Fermilab (g−2)_μ,A. Aboubrahim et al.,2107.06021,2021,Energy | Theory,hep-ph,14,11,2.759579060982191,49.36685288640596,2,2,INSPIRE,https://inspirehep.net/literature/1882839
279,arxiv:2203.12442,Plasma Processing for In-Situ Field Emission Mitigation of Superconducting Radiofrequency (SRF) Cryomodules,M. Martinello et al.,2203.12442,2022,Accelerator Science and Technology,physics.acc-ph,12,7,2.7393750000000003,47.811918063314714,1,1,INSPIRE,https://inspirehep.net/literature/2057669
280,arxiv:2203.08135,Anomalous Quartic Gauge Couplings at a Muon Collider,B. Abbott et al.,2203.08135,2022,Energy,hep-ex,12,11,2.725746268656716,47.700186219739294,1,1,INSPIRE,https://inspirehep.net/literature/2052616
281,arxiv:2203.08803,The European Spallation Source Neutrino Super Beam,A. Alekou et al.,2203.08803,2022,Accelerator Science and Technology | Cosmic | Neutrinos | Rare Processes and Precision Measurements | Underground Facilities and Infrastructure,physics.acc-ph,12,10,2.725746268656716,47.700186219739294,5,5,INSPIRE,https://inspirehep.net/literature/2054411
282,arxiv:2203.08293,The Sanford Underground Research Facility,J. Heise.,2203.08293,2022,Community Engagement | Cosmic | Computational | Instrumentation | Neutrinos | Rare Processes and Precision Measurements | Underground Facilities and Infrastructure,hep-ex,12,9,2.725746268656716,47.700186219739294,7,7,INSPIRE,https://inspirehep.net/literature/2060454
283,arxiv:2203.07089,"Experimental Searches for Muon to Electron Conversion in a Nucleus: COMET, DeeMe, and Mu2e",S. Middleton et al.,2203.07089,2022,Rare Processes and Precision Measurements,hep-ex,12,12,2.724052206339341,47.56052141527002,1,1,INSPIRE,https://inspirehep.net/literature/2051309
284,arxiv:2203.07626,Monolithic Active Pixel Sensors on CMOS technologies,N. Apadula et al.,2203.07626,2022,Instrumentation,physics.ins-det,12,6,2.724052206339341,47.56052141527002,1,1,INSPIRE,https://inspirehep.net/literature/2052300
285,arxiv:2201.13321,Moonshine,S. M. Harrison et al.,2201.13321,2022,Theory,hep-th,12,11,2.654754694124773,47.476722532588454,1,1,INSPIRE,https://inspirehep.net/literature/2022663
286,arxiv:2203.08425,Advanced Accelerator Linear Collider Demonstration Facility at Intermediate Energy,C. Benedetti et al.,2203.08425,2022,Accelerator Science and Technology,physics.acc-ph,11,4,2.5001555693839457,46.443202979515824,1,1,INSPIRE,https://inspirehep.net/literature/2053623
287,arxiv:2203.08315,Challenges and Opportunities of SRF Theory for Next Generation Particle Accelerators,A. Gurevich et al.,2203.08315,2022,Accelerator Science and Technology,physics.acc-ph,11,10,2.4986007462686564,46.359404096834254,1,1,INSPIRE,https://inspirehep.net/literature/2053599
288,arxiv:2203.07700,"Modeling, Statistics, Simulations, and Computing Needs for Direct Dark Matter Detection",Y. Kahn et al.,2203.07700,2022,Cosmic | Computational,hep-ex,11,6,2.4986007462686564,46.359404096834254,2,2,INSPIRE,https://inspirehep.net/literature/2052506
289,arxiv:2203.07455,Complex Scalar Singlet Model Benchmarks for Snowmass,S. Adhikari et al.,2203.07455,2022,Energy | Theory,hep-ph,11,7,2.4970478558110627,46.27560521415269,2,2,INSPIRE,https://inspirehep.net/literature/2052402
290,arxiv:2203.07371,Medium-Grain Niobium SRF Cavity Production Technology for Science Frontiers and Accelerator Applications,G. Myneni et al.,2203.07371,2022,Accelerator Science and Technology,physics.acc-ph,11,4,2.4924007444168734,46.219739292364984,1,1,INSPIRE,https://inspirehep.net/literature/2653913
291,arxiv:2203.05078,Physical Mathematics 2021,I. Bah et al.,2203.05078,2022,Theory,hep-th,11,9,2.4893122676579926,46.16387337057727,1,1,INSPIRE,https://inspirehep.net/literature/2049620
292,arxiv:2207.06507,Comments on Collinear Factorization,G. Sterman.,2207.06507,2022,Theory,hep-ph,10,6,2.4546370967741935,44.608938547486034,1,1,INSPIRE,https://inspirehep.net/literature/2112413
293,arxiv:2202.03389,Sensitivity to Dijet Resonances at Proton-Proton Colliders,R. M. Harris et al.,2202.03389,2022,Energy,hep-ex,11,7,2.4438868613138687,46.05214152700186,1,1,INSPIRE,https://inspirehep.net/literature/2029192
294,arxiv:2203.09734,A Facility for Low-Radioactivity Underground Argon,H. O. Back et al.,2203.09734,2022,Cosmic | Instrumentation | Neutrinos | Underground Facilities and Infrastructure,physics.ins-det,10,3,2.2757009345794392,44.497206703910614,4,4,INSPIRE,https://inspirehep.net/literature/2054712
295,arxiv:2203.08210,A Short Overview on Low Mass Scalars at Future Lepton Colliders,T. Robens.,2203.08210,2022,Energy | Theory,hep-ph,10,5,2.2714552238805967,44.35754189944134,2,2,INSPIRE,https://inspirehep.net/literature/2053425
296,arxiv:2203.08275,Continuous and Coordinated Efforts of Structure Wakefield Acceleration (SWFA) Development for an Energy Frontier Machine,C. Jing et al.,2203.08275,2022,Accelerator Science and Technology,physics.acc-ph,10,4,2.2714552238805967,44.35754189944134,1,1,INSPIRE,https://inspirehep.net/literature/2053576
297,arxiv:2203.08127,Directly Probing the CP-Structure of the Higgs-Top Yukawa at HL-LHC and Future Colliders,R. K. Barman et al.,2203.08127,2022,Energy | Theory,hep-ph,10,5,2.2714552238805967,44.35754189944134,2,2,INSPIRE,https://inspirehep.net/literature/2052893
298,arxiv:2203.08042,Higgs Self Couplings Measurements at Future Proton-Proton Colliders,A. Taliercio et al.,2203.08042,2022,Energy,hep-ex,10,8,2.2714552238805967,44.35754189944134,1,1,INSPIRE,https://inspirehep.net/literature/2052587
299,arxiv:2203.07358,CERC - Circular e+e- Collider using Energy-Recovery Linac,V. N. Litvinenko et al.,2203.07358,2022,Accelerator Science and Technology | Energy,physics.acc-ph,10,8,2.2700435052827843,44.18994413407821,2,2,INSPIRE,https://inspirehep.net/literature/2051281
300,arxiv:2203.07459,Channeling Acceleration in Crystals and Nanostructures and Studies of Solid Plasmas: New Opportunities,R. Ariniello et al.,2203.07459,2022,Accelerator Science and Technology,physics.acc-ph,10,8,2.2700435052827843,44.18994413407821,1,1,INSPIRE,https://inspirehep.net/literature/2722890
301,arxiv:2203.06705,Heavy Neutral Lepton Searches at the Electron-Ion Collider,B. Batell et al.,2203.06705,2022,Energy | Neutrinos | Rare Processes and Precision Measurements,hep-ph,10,7,2.2686335403726705,44.050279329608934,3,3,INSPIRE,https://inspirehep.net/literature/2050991
302,arxiv:2203.06795,Opportunities from Cross-survey Analyses of Static Probes,E. J. Baxter et al.,2203.06795,2022,Cosmic,hep-ex,10,4,2.2686335403726705,44.050279329608934,1,1,INSPIRE,https://inspirehep.net/literature/2051042
303,arxiv:2203.06781,Synergies between Dark Matter Searches and Multiwavelength/Multimessenger Astrophysics,S. Ando et al.,2203.06781,2022,Cosmic,hep-ph,10,7,2.2686335403726705,44.050279329608934,1,1,INSPIRE,https://inspirehep.net/literature/2051171
304,arxiv:2203.00042,A Call to Arms Control: Synergies between Nonproliferation Applications of Neutrino Detectors and Large-Scale Fundamental Neutrino Physics Experiments,T. Akindele et al.,2203.00042,2022,Accelerator Science and Technology | Community Engagement | Instrumentation | Neutrinos | Underground Facilities and Infrastructure,physics.ins-det,10,5,2.2504621072088726,43.938547486033514,5,5,INSPIRE,https://inspirehep.net/literature/2040935
305,arxiv:2205.13215,The SLAC Linac to ESA (LESA) Beamline for Dark Sector Searches and Test Beams,T. Markiewicz et al.,2205.13215,2022,Accelerator Science and Technology | Rare Processes and Precision Measurements,physics.acc-ph,9,3,2.14013671875,42.188081936685286,2,2,INSPIRE,https://inspirehep.net/literature/2087919
306,arxiv:2203.16994,Prospects for Measurements of the Bottom Quark Mass,J. Aparisi et al.,2203.16994,2022,Energy,hep-ex,9,5,2.064855527638191,42.13221601489758,1,1,INSPIRE,https://inspirehep.net/literature/2060737
307,arxiv:2203.09886,Analysis Description Language: A DSL for HEP Analysis,H. B. Prosper et al.,2203.09886,2022,Computational,hep-ph,9,6,2.0481308411214956,42.076350093109866,1,1,INSPIRE,https://inspirehep.net/literature/2054731
308,arxiv:2203.09488,Quantum Sensors for High Precision Measurements of Spin-dependent Interactions,D. Budker et al.,2203.09488,2022,Cosmic | Instrumentation,quant-ph,9,6,2.0468555417185557,42.02048417132216,2,2,INSPIRE,https://inspirehep.net/literature/2054239
309,arxiv:2203.07645,Software and Computing for Small HEP Experiments,D. Casper et al.,2203.07645,2022,Cosmic | Computational | Energy | Neutrinos | Rare Processes and Precision Measurements,hep-ex,9,4,2.044309701492537,41.964618249534446,5,5,INSPIRE,https://inspirehep.net/literature/2052594
310,arxiv:2203.06752,Nb3Sn Superconducting Radiofrequency Cavities: a Maturing Technology for Particle Accelerators and Detectors,S. Posen et al.,2203.06752,2022,Accelerator Science and Technology,physics.acc-ph,9,3,2.0417701863354036,41.90875232774674,1,1,INSPIRE,https://inspirehep.net/literature/2051592
311,arxiv:2202.11578,Mini-Review: Expectations for Supersymmetry from the String Landscape,H. Baer et al.,2202.11578,2022,Energy | Theory,hep-ph,9,4,2.019195331695332,41.82495344506518,2,2,INSPIRE,https://inspirehep.net/literature/2037018
312,arxiv:2202.11828,Novel Sensors for Particle Tracking,M. R. Hoeferkamp et al.,2202.11828,2022,Instrumentation,physics.ins-det,9,6,2.019195331695332,41.82495344506518,1,1,INSPIRE,https://inspirehep.net/literature/2037660
313,arxiv:2202.08273,Higgs Boson Decay to Charmonia via c-Quark Fragmentation,T. Han et al.,2202.08273,2022,Energy | Theory,hep-ph,9,7,2.010550458715596,41.74115456238361,2,2,INSPIRE,https://inspirehep.net/literature/2034256
314,arxiv:2107.13581,Longitudinally Polarized ZZ Scattering at the Muon Collider,T. Yang et al.,2107.13581,2021,Energy,hep-ph,10,6,1.9872143634385202,43.37988826815642,1,1,INSPIRE,https://inspirehep.net/literature/1895129
315,arxiv:2206.06632,Explainable AI for High Energy Physics,M. S. Neubauer et al.,2206.06632,2022,Computational,hep-ex,8,4,1.926170072511536,40.0,1,1,INSPIRE,https://inspirehep.net/literature/2095880
316,arxiv:2205.14486,Two-Real-Singlet-Model (TRSM) Benchmark Planes,T. Robens.,2205.14486,2022,Energy | Theory,hep-ph,8,3,1.904823989569752,39.94413407821229,2,2,INSPIRE,https://inspirehep.net/literature/2089016
317,arxiv:2111.06932,A Cost-Efective Upgrade Path for the Fermilab Accelerator Complex,S. Nagaitsev et al.,2111.06932,2021,Accelerator Science and Technology | Neutrinos,physics.acc-ph,9,6,1.899046793760832,41.51769087523277,2,2,INSPIRE,https://inspirehep.net/literature/1968720
318,arxiv:2103.00522,Optimising Top-Quark Threshold Scan at CLIC using Genetic Algorithm,"K. Nowak, A. F. Zarnecki.",2103.00522,2021,Energy,hep-ex,10,5,1.8372736418511066,43.15642458100558,1,1,INSPIRE,https://inspirehep.net/literature/1849304
319,arxiv:2203.13998,A Work Proposal for a Collaborative Study of Magnet Technology for a Future Muon Collider,L. Bottura et al.,2203.13998,2022,Accelerator Science and Technology,physics.acc-ph,8,4,1.8296806512210395,39.77653631284916,1,1,INSPIRE,https://inspirehep.net/literature/2059051
320,arxiv:2203.13979,Japan’s Strategy for Future Projects in High Energy Physics,M. Endo et al.,2203.13979,2022,Accelerator Science and Technology | Cosmic | Energy | Neutrinos | Rare Processes and Precision Measurements | Underground Facilities and Infrastructure,hep-ex,8,8,1.8285356695869839,39.72067039106145,6,6,INSPIRE,https://inspirehep.net/literature/2058931
321,arxiv:2203.08554,Fast Timing With Silicon Carbide Low Gain Avalanche Detectors,P. Barletta et al.,2203.08554,2022,Instrumentation,physics.ins-det,8,7,1.8182949595519604,39.66480446927374,1,1,INSPIRE,https://inspirehep.net/literature/2053729
322,arxiv:2203.08330,Expected Sensitivity to Invisible Higgs Boson Decays at the ILC with the SiD Detector,C. Potter et al.,2203.08330,2022,Energy,hep-ph,8,8,1.8171641791044775,39.497206703910614,1,1,INSPIRE,https://inspirehep.net/literature/2053754
323,arxiv:2203.07883,Global Fit of 2HDM with Future Collider Results,A. Beniwal et al.,2203.07883,2022,Energy,hep-ph,8,7,1.8171641791044775,39.497206703910614,1,1,INSPIRE,https://inspirehep.net/literature/2052511
324,arxiv:2203.08239,Irradiation Facilities and Irradiation Methods for High Power Target,F. Pellemoine et al.,2203.08239,2022,Accelerator Science and Technology,physics.acc-ph,8,4,1.8171641791044775,39.497206703910614,1,1,INSPIRE,https://inspirehep.net/literature/2053559
325,arxiv:2203.07913,New Physics with Missing Energy at Future Lepton Colliders,J. Kalinowski et al.,2203.07913,2022,Energy | Theory,hep-ph,8,4,1.8171641791044775,39.497206703910614,2,2,INSPIRE,https://inspirehep.net/literature/2052527
326,arxiv:2203.08379,Plasma-Based Particle Sources,M. Fuchs et al.,2203.08379,2022,Accelerator Science and Technology,physics.acc-ph,8,3,1.8171641791044775,39.497206703910614,1,1,INSPIRE,https://inspirehep.net/literature/2053627
