placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
489,,"MoEDAL-MAPP, an LHC Dedicated Detector Search Facility",J. Pinfold.,2209.03988,https://arxiv.org/abs/2209.03988,EF,Energy,Beyond the Standard Model - More General Explorations,papers/2209.03988.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.03988.pdf
490,,Higgs Portal Vector Dark Matter Interpretation: Review of Effective Field Theory Approach and Ultraviolet Complete Models,M. Zaazoua et al.,2107.01252,https://arxiv.org/abs/2107.01252,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2107.01252.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2107.01252.pdf
491,,Event-Level Variables for Semivisible Jets using Anomalous Jet Tagging,"H. Beauchesne, G. Grilli di Cortona.",2111.12156,https://arxiv.org/abs/2111.12156,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2111.12156.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2111.12156.pdf
492,,Portal Matter and Dark Sector Phenomenology at Colliders,T. G. Rizzo.,2202.02222,https://arxiv.org/abs/2202.02222,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2202.02222.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.02222.pdf
493,,New Approach to DM Searches with Mono-Photon Signature,J. Kalinowski et al.,2203.06776,https://arxiv.org/abs/2203.06776,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.06776.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06776.pdf
494,,LHCb Future Dark-Sector Sensitivity Projections for Snowmass 2021,Daniel Craik et al.,2203.07048,https://arxiv.org/abs/2203.07048,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.07048.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07048.pdf
495,,WIMP Dark Matter at High Energy Muon Colliders,T. Han et al.,2203.07351,https://arxiv.org/abs/2203.07351,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.07351.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07351.pdf
496,,New Physics with Missing Energy at Future Lepton Colliders,J. Kalinowski et al.,2203.07913,https://arxiv.org/abs/2203.07913,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.07913.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07913.pdf
497,,Simplified Dark Matter Models with Charged Mediators,T. Ghosh et al.,2203.08107,https://arxiv.org/abs/2203.08107,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.08107.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08107.pdf
498,,Prospects for Searches for Higgs Boson Decays to Dark Photons at the ILC,S. Snyder et al.,2203.08270,https://arxiv.org/abs/2203.08270,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.08270.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08270.pdf
499,,Scalar-Mediated Dark Matter Model at Colliders and Gravitational Wave Detectors,J. Liu et al.,2203.10046,https://arxiv.org/abs/2203.10046,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.10046.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10046.pdf
500,,Displaying Dark Matter Constraints from Colliders with Varying Simplified Model Parameters,A. Albert et al.,2203.12035,https://arxiv.org/abs/2203.12035,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.12035.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12035.pdf
501,,"More is Different: Non-Minimal Dark Sectors and Their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021","K. R. Dienes, B. Thomas.",2203.17258,https://arxiv.org/abs/2203.17258,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2203.17258.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.17258.pdf
502,,Prospects for Heavy WIMP Dark Matter Searches at Muon Colliders,K. Black et al.,2205.10404,https://arxiv.org/abs/2205.10404,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2205.10404.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.10404.pdf
503,,Summarizing Experimental Sensitivities of Collider Experiments to Dark Matter Models and Comparison to Other Experiments,A. Boveia et al.,2206.03456,https://arxiv.org/abs/2206.03456,EF,Energy,Beyond the Standard Model - Dark Matter at Colliders,papers/2206.03456.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2206.03456.pdf
504,,The Forward Physics Facility at the High-Luminosity LHC,J. L. Feng et al.,2203.05090,https://arxiv.org/abs/2203.05090,IF,Instrumentation,General - centered on this frontier,papers/2203.05090.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05090.pdf
505,,A Gaseous Argon-Based Near Detector to Enhance the Physics Capabilities of DUNE,A. Abed Abud et al.,2203.06281,https://arxiv.org/abs/2203.06281,IF,Instrumentation,General - centered on this frontier,papers/2203.06281.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06281.pdf
506,,Promising Technologies and R&D Directions for the Future Muon Collider Detectors,S. Jindariani et al.,2203.07224,https://arxiv.org/abs/2203.07224,IF,Instrumentation,General - centered on this frontier,papers/2203.07224.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07224.pdf
507,,Detector and Beamline Simulation for Next-Generation High Energy Physics Experiments,S. Banerjee et al.,2203.07614,https://arxiv.org/abs/2203.07614,IF,Instrumentation,General - centered on this frontier,papers/2203.07614.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07614.pdf
508,,The International Linear Collider,A. Aryshev et al.,2203.07622,https://arxiv.org/abs/2203.07622,IF,Instrumentation,General - centered on this frontier,papers/2203.07622.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
509,,Simulated Detector Performance at the Muon Collider,N. Bartosik et al.,2203.07964,https://arxiv.org/abs/2203.07964,IF,Instrumentation,General - centered on this frontier,papers/2203.07964.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07964.pdf
510,,CMB-S4 White Paper,K. Abazajian et al.,2203.08024,https://arxiv.org/abs/2203.08024,IF,Instrumentation,General - centered on this frontier,papers/2203.08024.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08024.pdf
511,,The Sanford Underground Research Facility,J. Heise.,2203.08293,https://arxiv.org/abs/2203.08293,IF,Instrumentation,General - centered on this frontier,papers/2203.08293.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08293.pdf
512,,Precision Studies of Spacetime Symmetries and Gravitational Physics,E. Adelberger et al.,2203.09691,https://arxiv.org/abs/2203.09691,IF,Instrumentation,General - centered on this frontier,papers/2203.09691.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09691.pdf
513,,The Belle II Detector Upgrade Program,F. Forti (Belle II Collaboration).,2203.11349,https://arxiv.org/abs/2203.11349,IF,Instrumentation,General - centered on this frontier,papers/2203.11349.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11349.pdf
514,,Theia: Summary of Physics Program,M. Askins et al.,2202.12839,https://arxiv.org/abs/2202.12839,IF,Instrumentation,General - cross-listed,papers/2202.12839.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.12839.pdf
515,,Tau Neutrinos in the Next Decade: from GeV to EeV,R. Mammen Abraham et al.,2203.05591,https://arxiv.org/abs/2203.05591,IF,Instrumentation,General - cross-listed,papers/2203.05591.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05591.pdf
516,,The Future Circular Collider: a Summary for the US 2021 Snowmass Process,G. Bernardi et al.,2203.06520,https://arxiv.org/abs/2203.06520,IF,Instrumentation,General - cross-listed,papers/2203.06520.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06520.pdf
517,,Strategy for Understanding the Higgs Physics: The Cool Copper Collider,S. Dasu et al.,2203.07646,https://arxiv.org/abs/2203.07646,IF,Instrumentation,General - cross-listed,papers/2203.07646.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07646.pdf
518,,21cm Radiation as a Probe of Physics Across Cosmic Ages,A. Liu et al.,2203.07864,https://arxiv.org/abs/2203.07864,IF,Instrumentation,General - cross-listed,papers/2203.07864.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07864.pdf
519,,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,https://arxiv.org/abs/2203.10393,IF,Instrumentation,General - cross-listed,papers/2203.10393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10393.pdf
520,,Electron Ion Collider for High Energy Physics,R. Abdul Khalek et al.,2203.13199,https://arxiv.org/abs/2203.13199,IF,Instrumentation,General - cross-listed,papers/2203.13199.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13199.pdf
521,,Future Physics Potential of LHCb,LHCb Collaboration.,,https://cds.cern.ch/record/2806113,IF,Instrumentation,General - cross-listed,papers/CDS-2806113.pdf,https://www.slac.stanford.edu/econf/C210711/papers/CDS-2806113.pdf
522,,Center-of-Mass Energy Determination using e+e−→μ+μ-(γ) Events at Future e+e− Colliders,"B. Madison, G. W. Wilson.",2209.03281,https://arxiv.org/abs/2209.03281,IF,Instrumentation,General - cross-listed,papers/2209.03281.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.03281.pdf
523,,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,https://arxiv.org/abs/2209.06755,IF,Instrumentation,General - cross-listed,papers/2209.06755.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.06755.pdf
524,,Light Dark Matter Detection with Hydrogen-rich Crystals and Low-Tc TES Detectors,G. Wang et al.,2201.04219,https://arxiv.org/abs/2201.04219,IF,Instrumentation,Quantum Sensors,papers/2201.04219.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2201.04219.pdf
525,,Directional Detection of Dark Matter Using Solid-State Quantum Sensing,R. Ebadi et al.,2203.06037,https://arxiv.org/abs/2203.06037,IF,Instrumentation,Quantum Sensors,papers/2203.06037.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06037.pdf
526,,Ultraheavy Particle Dark Matter,D. Carney et al.,2203.06508,https://arxiv.org/abs/2203.06508,IF,Instrumentation,Quantum Sensors,papers/2203.06508.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06508.pdf
527,,Ion Coulomb Crystals in Storage Rings for Quantum Information Science,S. Brooks et al.,2203.06809,https://arxiv.org/abs/2203.06809,IF,Instrumentation,Quantum Sensors,papers/2203.06809.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06809.pdf
528,,The Windchime Project,A. Attanasio et al. (Windchime Collaboration),2203.07242,https://arxiv.org/abs/2203.07242,IF,Instrumentation,Quantum Sensors,papers/2203.07242.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07242.pdf
529,,"Quantum Sensors for HEP Science – Interferometers, Mechanics, Traps, and Clocks",D. Carney et al.,2203.07250,https://arxiv.org/abs/2203.07250,IF,Instrumentation,Quantum Sensors,papers/2203.07250.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07250.pdf
530,,Measuring the Electron Neutrino Mass using the Electron Capture Decay of 163Ho,J. Ullom et al.,2203.07572,https://arxiv.org/abs/2203.07572,IF,Instrumentation,Quantum Sensors,papers/2203.07572.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07572.pdf
531,,Toward CUPID-1T,A. Armatol et al.,2203.08386,https://arxiv.org/abs/2203.08386,IF,Instrumentation,Quantum Sensors,papers/2203.08386.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08386.pdf
532,,A Strategy for Low-Mass Dark Matter Searches with Cryogenic Detectors in the SuperCDMS SNOLAB Facility,"M. F. Albakry, et al.",2203.08463,https://arxiv.org/abs/2203.08463,IF,Instrumentation,Quantum Sensors,papers/2203.08463.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08463.pdf
533,,Quantum Sensors for High Precision Measurements of Spin-dependent Interactions,D. Budker et al.,2203.09488,https://arxiv.org/abs/2203.09488,IF,Instrumentation,Quantum Sensors,papers/2203.09488.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09488.pdf
534,,"Searches for New Particles, Dark Matter, and Gravitational Waves with SRF Cavities",A.Berlin et al.,2203.12714,https://arxiv.org/abs/2203.12714,IF,Instrumentation,Quantum Sensors,papers/2203.12714.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12714.pdf
535,,New Horizons: Scalar and Vector Ultralight Dark Matter,D. Antypas et al.,2203.14915,https://arxiv.org/abs/2203.14915,IF,Instrumentation,Quantum Sensors,papers/2203.14915.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14915.pdf
536,,Axion Dark Matter,J. Jaeckel et al.,2203.14923,https://arxiv.org/abs/2203.14923,IF,Instrumentation,Quantum Sensors,papers/2203.14923.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14923.pdf
537,,Future Advances in Photon-Based Neutrino Detectors,J. R. Klein et al.,2203.07479,https://arxiv.org/abs/2203.07479,IF,Instrumentation,Photon Detectors,papers/2203.07479.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07479.pdf
538,,Photon Counting from the Vacuum Ultraviolet to the Short Wavelength Infrared using Semiconductor and Superconducting Technologies,J. Asaadi et al.,2203.12542,https://arxiv.org/abs/2203.12542,IF,Instrumentation,Photon Detectors,papers/2203.12542.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12542.pdf
539,,Novel Sensors for Particle Tracking,M. R. Hoeferkamp et al.,2202.11828,https://arxiv.org/abs/2202.11828,IF,Instrumentation,Solid State Detectors and Tracking,papers/2202.11828.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.11828.pdf
540,,Passive low energy nuclear recoil detection with color centers – PALEOCCENE,K. Alfonso et al.,2203.05525,https://arxiv.org/abs/2203.05525,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.05525.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05525.pdf
541,,Integration and Packaging,S. Mazza et al.,2203.06093,https://arxiv.org/abs/2203.06093,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.06093.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06093.pdf
542,,Simulations of Silicon Radiation Detectors for High Energy Physics Experiments,B. Nachman et al.,2203.06216,https://arxiv.org/abs/2203.06216,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.06216.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06216.pdf
543,,Strategies for Beam-Induced Background Reduction at Muon Colliders,D. Ally et al.,2203.06773,https://arxiv.org/abs/2203.06773,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.06773.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06773.pdf
544,,Monolithic Active Pixel Sensors on CMOS technologies,N. Apadula et al.,2203.07626,https://arxiv.org/abs/2203.07626,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.07626.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07626.pdf
545,,Fast Timing With Silicon Carbide Low Gain Avalanche Detectors,P. Barletta et al.,2203.08554,https://arxiv.org/abs/2203.08554,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.08554.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08554.pdf
546,,4-Dimensional Trackers,D. Berry et al.,2203.13900,https://arxiv.org/abs/2203.13900,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.13900.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13900.pdf
547,,Light-Weight and Highly Thermally Conductive Support Structures for Future Tracking Detectors,E. Anderssen et al.,2203.14347,https://arxiv.org/abs/2203.14347,IF,Instrumentation,Solid State Detectors and Tracking,papers/2203.14347.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14347.pdf
548,,Tagged Neutrino Beams,M. Perrin-Terrin.,,https://hal.archives-ouvertes.fr/hal-03634918,IF,Instrumentation,Solid State Detectors and Tracking,papers/HAL-03634918.pdf,https://www.slac.stanford.edu/econf/C210711/papers/HAL-03634918.pdf
549,,A Fast Method for Particle Tracking and Triggering using Small-Radius Silicon Detectors,A. V. Kotwal et al.,1910.14149,https://arxiv.org/abs/1910.14149,IF,Instrumentation,Trigger and Data Acquisition,papers/1910.14149.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1910.14149.pdf
550,,Track-Based Triggers for Exotic Signatures,K. F. Di Petrillo et al.,2203.07314,https://arxiv.org/abs/2203.07314,IF,Instrumentation,Trigger and Data Acquisition,papers/2203.07314.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07314.pdf
551,,Innovations in Trigger and Data Acquisition Systems for Next-Generation Physics Facilities,R. Bartoldus et al.,2203.07620,https://arxiv.org/abs/2203.07620,IF,Instrumentation,Trigger and Data Acquisition,papers/2203.07620.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07620.pdf
552,,Readout Technologies for Future Detectors,M. Begel et al.,2203.14894,https://arxiv.org/abs/2203.14894,IF,Instrumentation,Trigger and Data Acquisition,papers/2203.14894.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14894.pdf
553,,"Physics Community Needs, Tools, and Resources for Machine Learning",P. Harris et al.,2203.16255,https://arxiv.org/abs/2203.16255,IF,Instrumentation,Trigger and Data Acquisition,papers/2203.16255.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.16255.pdf
554,,"Recoil Imaging for Dark Matter, Neutrinos, and Physics Beyond the Standard Model",C. A. J. O'Hare et al.,2203.05914,https://arxiv.org/abs/2203.05914,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.05914.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05914.pdf
555,,MPGDs for TPCs at Future Lepton Colliders,A. Bellerive et al.,2203.06267,https://arxiv.org/abs/2203.06267,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.06267.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06267.pdf
556,,Micro Pattern Gaseous Detectors for Nuclear Physics,F. Barbosa et al.,2203.06309,https://arxiv.org/abs/2203.06309,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.06309.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06309.pdf
557,,MPGDs for Tracking and Muon Detection at Future High Energy Physics Colliders,K. Black et al.,2203.06525,https://arxiv.org/abs/2203.06525,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.06525.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06525.pdf
558,,MPGDs: Recent Advances and Current R&D,K. Dehmelt et al.,2203.06562,https://arxiv.org/abs/2203.06562,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.06562.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06562.pdf
559,,A TPC-based Tracking System for a Future Belle II Upgrade,A. Löschke Centeno et al.,2203.07287,https://arxiv.org/abs/2203.07287,IF,Instrumentation,Micro Pattern Gas Detectors,papers/2203.07287.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07287.pdf
560,,Studies of Granularity of a Hadronic Calorimeter for Tens-of-TeV Jets at a 100 TeV pp Collider,C.-H. Yeh et al.,1901.11146,https://arxiv.org/abs/1901.11146,IF,Instrumentation,Calorimetry,papers/1901.11146.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1901.11146.pdf
561,,Physics Potential of Timing Layers in Future Collider Detectors,S. V. Chekanov et al.,2005.05221,https://arxiv.org/abs/2005.05221,IF,Instrumentation,Calorimetry,papers/2005.05221.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2005.05221.pdf
562,,Dual-Readout Calorimetry for Future Experiments Probing Fundamental Physics,I. Pezzotti et al.,2203.04312,https://arxiv.org/abs/2203.04312,IF,Instrumentation,Calorimetry,papers/2203.04312.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.04312.pdf
563,,Inorganic Scintillators for Future HEP Experiments,C. Hu et al.,2203.06731,https://arxiv.org/abs/2203.06731,IF,Instrumentation,Calorimetry,papers/2203.06731.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06731.pdf
564,,Ultrafast Inorganic Crystals with Mass Production Capability for Future High-Rate Experiments,C. Hu et al.,2203.06788,https://arxiv.org/abs/2203.06788,IF,Instrumentation,Calorimetry,papers/2203.06788.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06788.pdf
565,,Materials for Future Calorimeters,"M. Yeh, R.-Y. Zhu.",2203.07154,https://arxiv.org/abs/2203.07154,IF,Instrumentation,Calorimetry,papers/2203.07154.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07154.pdf
566,,Precision Timing for Collider-Experiment-Based Calorimetry,S. V. Chekanov et al.,2203.07286,https://arxiv.org/abs/2203.07286,IF,Instrumentation,Calorimetry,papers/2203.07286.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07286.pdf
567,,"Novel Low Workfunction Semiconductors for Calorimetry and Detection: High Energy, Dark Matter and Neutrino Phenomena",D. R. Winn.,2203.09939,https://arxiv.org/abs/2203.09939,IF,Instrumentation,Calorimetry,papers/2203.09939.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09939.pdf
568,,Photomultipliers as High Rate Radiation-Resistant In-Situ Sensors in Future Experiments,"D. R Winn, Y. Onel.",2203.09941,https://arxiv.org/abs/2203.09941,IF,Instrumentation,Calorimetry,papers/2203.09941.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09941.pdf
569,,"RADiCAL: Precision-timing, Ultracompact, Radiation-hard Electromagnetic Calorimetry",T. Anderson et al.,2203.12806,https://arxiv.org/abs/2203.12806,IF,Instrumentation,Calorimetry,papers/2203.12806.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12806.pdf
570,,Particle Flow Calorimetry,"R. Ruchti, K. Kruger.",2203.15138,https://arxiv.org/abs/2203.15138,IF,Instrumentation,Calorimetry,papers/2203.15138.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15138.pdf
571,,Superconducting Nanowire Single-Photon Detectors and Effect of Accumulation and Unsteady Releases of Excess Energy in Materials,S. Pereverzev et al.,2204.01919,https://arxiv.org/abs/2204.01919,IF,Instrumentation,Calorimetry,papers/2204.01919.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01919.pdf
572,,Readout for Calorimetry at Future Colliders,T. Andeen et al.,2204.00098,https://arxiv.org/abs/2204.00098,IF,Instrumentation,Electronics and ASICs,papers/2204.00098.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.00098.pdf
573,,Electronics for Fast Timing,D. Braga et al.,2204.00149,https://arxiv.org/abs/2204.00149,IF,Instrumentation,Electronics and ASICs,papers/2204.00149.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.00149.pdf
574,,Enabling Capabilities for Infrastructure and Workforce in Electronics and ASICs,M. Artuso et al.,2204.07285,https://arxiv.org/abs/2204.07285,IF,Instrumentation,Electronics and ASICs,papers/2204.07285.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.07285.pdf
575,,Fast (Optical) Links”,M. Newcomer et al.,2203.15062,https://arxiv.org/abs/2203.15062,IF,Instrumentation,Electronics and ASICs,papers/2203.15062.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15062.pdf
576,,Measuring the Neutrino Event Time in Liquid Argon by a Post-Reconstruction One-parameter Fit,E. Angelico et al.,2004.00580,https://arxiv.org/abs/2004.00580,IF,Instrumentation,Noble Element-Based Detectors,papers/2004.00580.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2004.00580.pdf
577,,Low-Energy Physics in Neutrino LArTPCs,D. Caratelli et al.,2203.00740,https://arxiv.org/abs/2203.00740,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.00740.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.00740.pdf
578,,A Next-Generation Liquid Xenon Observatory for Dark Matter and Neutrino Physics”,J. Aalbers et al.,2203.02309,https://arxiv.org/abs/2203.02309,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.02309.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.02309.pdf
579,,High-pressure TPCs in Pressurized Caverns: Opportunities in Dark Matter and Neutrino Physics,B. Monreal.,2203.06262,https://arxiv.org/abs/2203.06262,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.06262.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06262.pdf
580,,"Introduction to a Low-Mass Dark Matter Project, ALETHEIA: A Liquid hElium Time projection cHambEr In dArk matter",J. Liao et al.,2203.07901,https://arxiv.org/abs/2203.07901,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.07901.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07901.pdf
581,,Low Background kTon-Scale Liquid Argon Time Projection Chambers,A. Avasthi et al.,2203.08821,https://arxiv.org/abs/2203.08821,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.08821.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08821.pdf
582,,The Ion Fluorescence Chamber (IFC): A New Concept for Directional Dark Matter and Topologically Imaging Neutrinoless Double Beta Decay Searches,B. J. P. Jones et al.,2203.10198,https://arxiv.org/abs/2203.10198,IF,Instrumentation,Noble Element-Based Detectors,papers/2203.10198.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10198.pdf
583,,The COHERENT Experimental Program,D. Akimov et al.,2204.04575,https://arxiv.org/abs/2204.04575,IF,Instrumentation,Noble Element-Based Detectors,papers/2204.04575.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.04575.pdf
584,,Scintillating Bubble Chambers: Liquid-Noble Bubble Chambers for Dark Matter and CEνNS Detection,E. Alfonso-Pita et al.,2207.12400,https://arxiv.org/abs/2207.12400,IF,Instrumentation,Noble Element-Based Detectors,papers/2207.12400.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.12400.pdf
585,,Physics Opportunities in the ORNL Spallation Neutron Source Second Target Station Era,J. Asaadi et al.,2209.02883,https://arxiv.org/abs/2209.02883,IF,Instrumentation,Noble Element-Based Detectors,papers/2209.02883.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.02883.pdf
586,,A Call to Arms Control: Synergies between Nonproliferation Applications of Neutrino Detectors and Large-Scale Fundamental Neutrino Physics Experiments,T. Akindele et al.,2203.00042,https://arxiv.org/abs/2203.00042,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.00042.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.00042.pdf
587,,Cryogenic User Facilities for R&D on Noble Liquid Detectors and Low Temperature Devices,Y. Li et al.,2203.06146,https://arxiv.org/abs/2203.06146,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.06146.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06146.pdf
588,,Recent Progress and Next Steps for the MATHUSLA LLP Detector,C. Alpigiani et al.,2203.08126,https://arxiv.org/abs/2203.08126,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.08126.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08126.pdf
589,,A Facility for Low-Radioactivity Underground Argon,H. O. Back et al.,2203.09734,https://arxiv.org/abs/2203.09734,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.09734.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09734.pdf
590,,High Rate and High Precision Timing and Calorimeter Detectors,D. R. Winn et al.,2203.09942,https://arxiv.org/abs/2203.09942,IF,Instrumentation,Cross-Cutting Issues and Systems Integration,papers/2203.09942.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09942.pdf
