number,record_id,title,authors_as_listed,arxiv,external_url,frontiers,topics,placement_count,official_pdf_urls
192,arxiv:2106.06494,Hidden Sectors and a Multi-Temperature Universe,A. Aboubrahim et al.,2106.06494,https://arxiv.org/abs/2106.06494,CF | TF,CF: Dark Matter: Particle-like | TF: Beyond-Standard-Model Model Building,2,https://www.slac.stanford.edu/econf/C210711/papers/2106.06494.pdf
193,arxiv:2202.08273,Higgs Boson Decay to Charmonia via c-Quark Fragmentation,T. Han et al.,2202.08273,https://arxiv.org/abs/2202.08273,EF | TF,EF: Higgs Boson Properties and Couplings | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2202.08273.pdf
194,arxiv:2203.09512,Higgs Coupling Sensitivities and Model-Independent Bounds on the Scale of New Physics,F. Abu-Ajamieh et al.,2203.09512,https://arxiv.org/abs/2203.09512,EF,EF: Higgs Boson as a Portal to New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09512.pdf
195,arxiv:2203.06164,Higgs Factory Considerations,J. A. Bagger et al.,2203.06164,https://arxiv.org/abs/2203.06164,AF | EF,AF: General - centered on this frontier | EF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06164.pdf
196,arxiv:2107.01252,Higgs Portal Vector Dark Matter Interpretation: Review of Effective Field Theory Approach and Ultraviolet Complete Models,M. Zaazoua et al.,2107.01252,https://arxiv.org/abs/2107.01252,CF | EF,CF: Dark Matter: Particle-like | EF: Beyond the Standard Model - Dark Matter at Colliders,2,https://www.slac.stanford.edu/econf/C210711/papers/2107.01252.pdf
197,arxiv:2203.08042,Higgs Self Couplings Measurements at Future Proton-Proton Colliders,A. Taliercio et al.,2203.08042,https://arxiv.org/abs/2203.08042,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08042.pdf
198,arxiv:2203.08211,Higgs-Energy LEptoN (HELEN) Collider Based on Advanced Superconducting Radio Frequency Technology,S. Belomestnykh et al.,2203.08211,https://arxiv.org/abs/2203.08211,AF | EF,AF: Accelerators for Electroweak and Higgs | EF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08211.pdf
199,arxiv:2204.10774,High Average Power Ultrafast Laser Technologies for Driving Future Advanced Accelerators,L. Kiani et al.,2204.10774,https://arxiv.org/abs/2204.10774,AF,AF: Advanced Accelerator Concepts,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.10774.pdf
200,arxiv:2203.07291,High Density Galaxy Clustering in the Regime of Cosmic Acceleration,K. Dawson et al.,2203.07291,https://arxiv.org/abs/2203.07291,CF,CF: Dark Energy and Cosmic Acceleration: The Modern Universe,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07291.pdf
201,arxiv:2203.12043,"High Efficiency, Low Cost, RF Sources for Accelerators and Colliders",R. L. Ives et al.,2203.12043,https://arxiv.org/abs/2203.12043,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.12043.pdf
202,arxiv:2203.08353,High Energy & High Luminosity γγ Colliders,E. Barzi et al.,2203.08353,https://arxiv.org/abs/2203.08353,AF | CF | EF | NF | RPF | TF,AF: Accelerators for Electroweak and Higgs | CF: General - cross-listed: | EF: General - centered on this frontier | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed,6,https://www.slac.stanford.edu/econf/C210711/papers/2203.08353.pdf
203,arxiv:2203.07214,High Energy Physics Opportunities Using Reactor Antineutrinos,O. A. Akindele et al.,2203.07214,https://arxiv.org/abs/2203.07214,NF,NF: Artificial Neutrino Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07214.pdf
204,arxiv:2203.08054,High Field Magnet Development for HEP in Europe: A Proposal from LDG HFM Expert Panel,P. Védrine et al.,2203.08054,https://arxiv.org/abs/2203.08054,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08054.pdf
205,arxiv:2203.09425,High Precision Higgs from High Energy Muon Colliders,M. Forslund et al.,2203.09425,https://arxiv.org/abs/2203.09425,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09425.pdf
206,arxiv:2207.11055,High Precision in CKM Unitarity Tests in b and c Decays,"A. Lenz, S. Monteil.",2207.11055,https://arxiv.org/abs/2207.11055,RPF,RPF: Weak Decays of b and c Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.11055.pdf
207,arxiv:2203.09942,High Rate and High Precision Timing and Calorimeter Detectors,D. R. Winn et al.,2203.09942,https://arxiv.org/abs/2203.09942,IF,IF: Cross-Cutting Issues and Systems Integration,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09942.pdf
208,arxiv:2203.10564,High Temperature Superconducting Bi-2212 Magnets for Energy Frontier Circular Colliders,T. Shen et al.,2203.10564,https://arxiv.org/abs/2203.10564,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.10564.pdf
209,arxiv:2203.08096,High-Energy and Ultra-High-Energy Neutrinos,M. Ackermann et al.,2203.08096,https://arxiv.org/abs/2203.08096,CF | IF | NF | TF,CF: Cosmic Probes of Fundamental Physics | IF: Radio Detection | NF: Neutrinos from Natural Sources | TF: Astro-Particle Physics and Cosmology,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.08096.pdf
210,arxiv:2203.06262,High-Pressure TPCs in Pressurized Caverns: Opportunities in Dark Matter and Neutrino Physics,B. Monreal.,2203.06262,https://arxiv.org/abs/2203.06262,CF | IF | NF | UF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: Neutrino Detectors | UF: Underground Detectors,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.06262.pdf
211,arxiv:2205.01567,Higher Spin Gravity and Higher Spin Symmetry,X. Bekaert et al.,2205.01567,https://arxiv.org/abs/2205.01567,TF,TF: Scattering Amplitudes,1,https://www.slac.stanford.edu/econf/C210711/papers/2205.01567.pdf
212,arxiv:2203.03698,Higher-Order Corrections for t tbar Production at High Energies,N. Kidonakis.,2203.03698,https://arxiv.org/abs/2203.03698,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.03698.pdf
213,arxiv:2202.02194,"HL-LHC Computing Review Stage 2, Common Software Projects: Data Science Tools for Analysis",J. Pivarski et al.,2202.02194,https://arxiv.org/abs/2202.02194,CompF,CompF: End User Analysis,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.02194.pdf
214,arxiv:2109.14938,"HL-LHC Computing Review Stage-2, Common Software Projects: Event Generators",E. Yazgan et al. (HSF Physics Event Generator Working Group),2109.14938,https://arxiv.org/abs/2109.14938,CompF | TF,CompF: Theoretical Calculations and Simulations | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2109.14938.pdf
215,arxiv:2008.13636,HL-LHC Computing Review: Common Tools and Community Software,T. Aarrestad et al.,2008.13636,https://arxiv.org/abs/2008.13636,CompF,CompF: General - centered on this frontier:,1,https://www.slac.stanford.edu/econf/C210711/papers/2008.13636.pdf
216,arxiv:2209.06755,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,https://arxiv.org/abs/2209.06755,AF | CEF | CF | CompF | EF | IF | NF | RPF | TF | UF,AF: Beam Physics and Accelerator Education | CEF: General - centered on this frontier | CF: General - cross-listed: | CompF: General - cross-listed: | EF: General - cross-listed | IF: General - cross-listed | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed | UF: General - cross-listed:,10,https://www.slac.stanford.edu/econf/C210711/papers/2209.06755.pdf
217,arxiv:2203.11523,"How to Read the Snowmass White Papers on Power Dynamics in Physics, Informal Socialization in Physics Training, and Policing and Gatekeeping in STEM",A. K. Hodari et al.,2203.11523,https://arxiv.org/abs/2203.11523,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11523.pdf
218,arxiv:2203.08132,Hybrid Conformal REBCO Dipole for a Next Hadron Collider,P. M. McIntyre.,2203.08132,https://arxiv.org/abs/2203.08132,AF | EF,AF: Multi-TeV Colliders | EF: General - cross-listed,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08132.pdf
219,arxiv:2203.02029,Hyper-Kamiokande Experiment,J. Bian et al. (Hyper-Kamiokande Collaboration),2203.02029,https://arxiv.org/abs/2203.02029,NF,NF: Neutrino Oscillations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.02029.pdf
220,arxiv:2204.07944,Impact of Lattice s(x)−sbar(x) Data in the CTEQ-TEA Global Analysis,T.-J. Hou et al.,2204.07944,https://arxiv.org/abs/2204.07944,CompF | EF | TF,CompF: Theoretical Calculations and Simulations | EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes | TF: Lattice Gauge Theory,3,https://www.slac.stanford.edu/econf/C210711/papers/2204.07944.pdf
221,arxiv:2204.02928,Implications of Energy Peak for Collider Phenomenology: Top Quark Mass Determination and Beyond,K. Agashe et al.,2204.02928,https://arxiv.org/abs/2204.02928,EF | TF,EF: Heavy Flavor and Top Quark Physics | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2204.02928.pdf
222,arxiv:2203.07624,Implications of Quantum Gravity for Particle Physics,P. Draper et al.,2203.07624,https://arxiv.org/abs/2203.07624,TF,TF: Beyond-Standard-Model Model Building,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07624.pdf
223,arxiv:2203.07353,Improving Di-Higgs Sensitivity at Future Colliders in Hadronic Final States with Machine Learning,D. Diaz et al.,2203.07353,https://arxiv.org/abs/2203.07353,CompF | EF,CompF: Machine Learning | EF: Higgs Boson Properties and Couplings,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07353.pdf
224,arxiv:2203.10393,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,https://arxiv.org/abs/2203.10393,AF | CEF | CF | CompF | EF | IF | NF | RPF | TF | UF,AF: Beam Physics and Accelerator Education | CEF: General - centered on this frontier | CF: General - cross-listed: | CompF: General - cross-listed: | EF: General - cross-listed | IF: General - cross-listed | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed | UF: General - cross-listed:,10,https://www.slac.stanford.edu/econf/C210711/papers/2203.10393.pdf
225,arxiv:2203.08128,Inflation: Theory and Observations,A. Achúcarro et al.,2203.08128,https://arxiv.org/abs/2203.08128,CF | TF,CF: Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before | TF: Astro-Particle Physics and Cosmology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08128.pdf
226,arxiv:2203.11518,Informal Socialization in Physics Training,A. K. Hodari et al.,2203.11518,https://arxiv.org/abs/2203.11518,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11518.pdf
227,arxiv:2202.06890,"Infrared Properties of Quantum Gravity: UV/IR Mixing, Gravitizing the Quantum – Theory and Observation",P. Berglund et al.,2202.06890,https://arxiv.org/abs/2202.06890,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2202.06890.pdf
228,arxiv:2203.07620,Innovations in Trigger and Data Acquisition Systems for Next-Generation Physics Facilities,R. Bartoldus et al.,2203.07620,https://arxiv.org/abs/2203.07620,CEF | CompF | IF,CEF: Applications and Industry | CompF: Machine Learning | IF: Trigger and Data Acquisition,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07620.pdf
229,arxiv:2203.06731,Inorganic Scintillators for Future HEP Experiments,C. Hu et al.,2203.06731,https://arxiv.org/abs/2203.06731,IF,IF: Calorimetry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06731.pdf
230,arxiv:2203.06093,Integration and Packaging,S. Mazza et al.,2203.06093,https://arxiv.org/abs/2203.06093,IF,IF: Solid State Detectors and Tracking,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06093.pdf
231,arxiv:2208.03284,Interpretable Uncertainty Quantification in AI for HEP,T. Y. Chen et al.,2208.03284,https://arxiv.org/abs/2208.03284,CompF,CompF: Machine Learning,1,https://www.slac.stanford.edu/econf/C210711/papers/2208.03284.pdf
232,arxiv:2203.07901,"Introduction to a Low-Mass Dark Matter Project, ALETHEIA: A Liquid hElium Time projection cHambEr In dArk matter",J. Liao et al.,2203.07901,https://arxiv.org/abs/2203.07901,CF | IF | NF | RPF | UF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: Neutrinos from Natural Sources | RPF: Fundamental Physics in Small Experiments | UF: Underground Detectors,5,https://www.slac.stanford.edu/econf/C210711/papers/2203.07901.pdf
233,arxiv:2203.06809,Ion Coulomb Crystals in Storage Rings for Quantum Information Science,S. Brooks et al.,2203.06809,https://arxiv.org/abs/2203.06809,AF | CompF | IF | TF,AF: Beam Physics and Accelerator Education | CompF: Quantum Computing | IF: Quantum Sensors | TF: Quantum Information Science,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.06809.pdf
234,arxiv:2205.12873,Ion Sources for Production of Highly Charged Ion Beams,A. Lapierre et al.,2205.12873,https://arxiv.org/abs/2205.12873,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2205.12873.pdf
235,arxiv:2203.08239,Irradiation Facilities and Irradiation Methods for High Power Target,F. Pellemoine et al.,2203.08239,https://arxiv.org/abs/2203.08239,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08239.pdf
236,arxiv:2203.08804,IsoDAR Overview,J. R. Alonso et al.,2203.08804,https://arxiv.org/abs/2203.08804,AF | CEF | NF,AF: Accelerators for Neutrinos | CEF: Applications and Industry | NF: General - centered on this frontier,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.08804.pdf
237,arxiv:2203.13979,Japan’s Strategy for Future Projects in High Energy Physics,M. Endo et al.,2203.13979,https://arxiv.org/abs/2203.13979,AF | CF | EF | NF | RPF | UF,AF: General - centered on this frontier | CF: General - cross-listed: | EF: General - centered on this frontier | NF: General - cross-listed | RPF: General - centered on this frontier | UF: General - cross-listed:,6,https://www.slac.stanford.edu/econf/C210711/papers/2203.13979.pdf
238,arxiv:2011.05329,Jas4pp - a Data-Analysis Framework for Physics and Detector Studies,S. V. Chekanov et al.,2011.05329,https://arxiv.org/abs/2011.05329,CompF,CompF: End User Analysis,1,https://www.slac.stanford.edu/econf/C210711/papers/2011.05329.pdf
239,arxiv:2202.03285,Jet Flavour Tagging for Future Colliders with Fast Simulation,F. Bedeschi et al.,2202.03285,https://arxiv.org/abs/2202.03285,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.03285.pdf
240,arxiv:2203.07462,Jets and Jet Substructure at Future Colliders,B. Nachman et al.,2203.07462,https://arxiv.org/abs/2203.07462,EF,EF: QCD and Strong Interactions - Precision QCD,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07462.pdf
241,arxiv:2203.08059,KATRIN: Status and Prospects for the Neutrino Mass and Beyond,M. Aker et al.,2203.08059,https://arxiv.org/abs/2203.08059,NF,NF: Neutrino Properties,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08059.pdf
242,arxiv:2204.01178,Key Directions for Research and Development of Superconducting Radio Frequency Cavities,S. Belomestnykh et al.,2204.01178,https://arxiv.org/abs/2204.01178,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.01178.pdf
243,arxiv:2206.13431,Kinematic Variables and Feature Engineering for Particle Phenomenology,R. Franceschini et al.,2206.13431,https://arxiv.org/abs/2206.13431,EF | TF,EF: General - centered on this frontier | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2206.13431.pdf
244,arxiv:2204.01860,LANSCE-PSR Short-Pulse Upgrade for Improved Dark Sector Particle Searches with the Coherent Captain Mills Experiment,R. G. Van de Water et al.,2204.01860,https://arxiv.org/abs/2204.01860,AF | NF | RPF,AF: Accelerators for Rare Processes and Physics Beyond Colliders | NF: Neutrinos Beyond the Standard Model | RPF: Dark Sector Studies at High Intensities,3,https://www.slac.stanford.edu/econf/C210711/papers/2204.01860.pdf
245,arxiv:2203.15902,"Large-Format, Transmission-Line-Coupled Kinetic Inductance Detector Arrays for HEP at Millimeter Wavelengths",P. S. Barry et al.,2203.15902,https://arxiv.org/abs/2203.15902,IF,IF: Radio Detection,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.15902.pdf
246,arxiv:2203.08427,Laser Manipulation of H- Beams,A. Rakhman.,2203.08427,https://arxiv.org/abs/2203.08427,AF,AF: Accelerators for Neutrinos,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08427.pdf
247,arxiv:2203.08981,Laser-Driven Structure-Based Accelerators,R. J. England et al.,2203.08981,https://arxiv.org/abs/2203.08981,AF,AF: Advanced Accelerator Concepts,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08981.pdf
248,arxiv:2207.07641,Lattice QCD and Particle Physics,A. S. Kronfeld et al.,2207.07641,https://arxiv.org/abs/2207.07641,CF | CompF | EF | NF | RPF | TF,CF: General - cross-listed: | CompF: Theoretical Calculations and Simulations | EF: General - cross-listed | NF: Neutrino Interaction Cross Sections | RPF: General - centered on this frontier | TF: Lattice Gauge Theory,6,https://www.slac.stanford.edu/econf/C210711/papers/2207.07641.pdf
249,arxiv:2204.00039,Lattice QCD and the Computational Frontier,P. Boyle et al.,2204.00039,https://arxiv.org/abs/2204.00039,CompF | TF,CompF: Theoretical Calculations and Simulations | TF: Lattice Gauge Theory,2,https://www.slac.stanford.edu/econf/C210711/papers/2204.00039.pdf
250,arxiv:2202.07193,Lattice QCD Calculations of Parton Physics,M. Constantinou et al.,2202.07193,https://arxiv.org/abs/2202.07193,CompF | EF | TF,CompF: Theoretical Calculations and Simulations | EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes | TF: Lattice Gauge Theory,3,https://www.slac.stanford.edu/econf/C210711/papers/2202.07193.pdf
251,arxiv:2203.07654,Leading-Edge Technology And Feasibility-Directed (LEAF) Program Aimed at Readiness Demonstration for Energy Frontier Circular Colliders by the Next Decade,G. Ambrosio et al.,2203.07654,https://arxiv.org/abs/2203.07654,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07654.pdf
252,arxiv:2207.01851,Lepton-Flavor Violation and Lepton-Flavor-Universality Violation in b and c Decays,"D. Guadagnoli, P. Koppenburg.",2207.01851,https://arxiv.org/abs/2207.01851,RPF,RPF: Weak Decays of b and c Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.01851.pdf
253,arxiv:2203.07048,LHCb Future Dark-Sector Sensitivity Projections for Snowmass 2021,Daniel Craik et al.,2203.07048,https://arxiv.org/abs/2203.07048,EF | RPF,EF: Beyond the Standard Model - Dark Matter at Colliders | RPF: Dark Sector Studies at High Intensities,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07048.pdf
254,arxiv:2203.08631,Lifestyle and Personal Wellness in Particle Physics Research Activities,T. R. Lewis et al.,2203.08631,https://arxiv.org/abs/2203.08631,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08631.pdf
255,arxiv:2201.04219,Light Dark Matter Detection with Hydrogen-Rich Crystals and Low-Tc TES Detectors,G. Wang et al.,2201.04219,https://arxiv.org/abs/2201.04219,CF | IF,CF: Dark Matter: Particle-like | IF: Quantum Sensors,2,https://www.slac.stanford.edu/econf/C210711/papers/2201.04219.pdf
256,arxiv:2203.07492,Light Dark Matter Direct Detection at the Interface With Condensed Matter Physics,A. Mitridate et al.,2203.07492,https://arxiv.org/abs/2203.07492,CF | TF,CF: Dark Matter: Particle-like | TF: Astro-Particle Physics and Cosmology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07492.pdf
257,arxiv:2203.07323,Light Sterile Neutrino Searches and Related Phenomenology,M. A. Acero et al.,2203.07323,https://arxiv.org/abs/2203.07323,NF,NF: Sterile Neutrinos,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07323.pdf
258,arxiv:2203.14347,Light-Weight and Highly Thermally Conductive Support Structures for Future Tracking Detectors,E. Anderssen et al.,2203.14347,https://arxiv.org/abs/2203.14347,IF,IF: Solid State Detectors and Tracking,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.14347.pdf
259,arxiv:2203.08366,Linear Collider Based on Laser-Plasma Accelerators,C. Benedetti et al.,2203.08366,https://arxiv.org/abs/2203.08366,AF,AF: Advanced Accelerator Concepts,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08366.pdf
260,arxiv:2107.13581,Longitudinally Polarized ZZ Scattering at the Muon Collider,T. Yang et al.,2107.13581,https://arxiv.org/abs/2107.13581,EF,EF: Electroweak Precision Physics and Constraining New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2107.13581.pdf
261,arxiv:2203.08821,Low Background kTon-Scale Liquid Argon Time Projection Chambers,A. Avasthi et al.,2203.08821,https://arxiv.org/abs/2203.08821,CF | IF | NF | UF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: Neutrino Detectors | UF: Underground Facilities for Neutrinos,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.08821.pdf
262,arxiv:2203.00740,Low-Energy Physics in Neutrino LArTPCs,D. Caratelli et al.,2203.00740,https://arxiv.org/abs/2203.00740,IF | NF,IF: Noble Element-Based Detectors | NF: Neutrino Detectors,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.00740.pdf
263,arxiv:2203.08056,Machine Learning and Cosmology,C. Dvorkin et al.,2203.08056,https://arxiv.org/abs/2203.08056,CF | CompF,CF: Dark Matter: Cosmic Probes | CompF: Machine Learning,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08056.pdf
264,arxiv:2203.07154,Materials for Future Calorimeters,"M. Yeh, R.-Y. Zhu.",2203.07154,https://arxiv.org/abs/2203.07154,IF,IF: Calorimetry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07154.pdf
265,arxiv:2203.07944,Measurement of ALR using Radiative REturn at ILC 250,T. Mizuno et al.,2203.07944,https://arxiv.org/abs/2203.07944,EF,EF: Electroweak Precision Physics and Constraining New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07944.pdf
266,arxiv:2203.06819,Measuring the CP properties of the Higgs Sector at Electron-Positron Colliders,I. Božović-Jelisavucić et al.,2203.06819,https://arxiv.org/abs/2203.06819,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06819.pdf
267,arxiv:2203.07572,Measuring the Electron Neutrino Mass using the Electron Capture Decay of 163Ho,J. Ullom et al.,2203.07572,https://arxiv.org/abs/2203.07572,IF | NF,IF: Quantum Sensors | NF: Neutrino Properties,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07572.pdf
268,arxiv:2004.00580,Measuring the Neutrino Event Time in Liquid Argon by a Post-Reconstruction One-parameter Fit,E. Angelico et al.,2004.00580,https://arxiv.org/abs/2004.00580,IF | NF,IF: Noble Element-Based Detectors | NF: Neutrino Detectors,2,https://www.slac.stanford.edu/econf/C210711/papers/2004.00580.pdf
269,arxiv:2203.07668,Measuring the Tau Polarization at ILC,"K. Yumino, D. Jeans.",2203.07668,https://arxiv.org/abs/2203.07668,EF,EF: Electroweak Precision Physics and Constraining New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07668.pdf
270,arxiv:2203.07371,Medium-Grain Niobium SRF Cavity Production Technology for Science Frontiers and Accelerator Applications,G. Myneni et al.,2203.07371,https://arxiv.org/abs/2203.07371,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07371.pdf
271,arxiv:2203.06309,Micro Pattern Gaseous Detectors for Nuclear Physics,F. Barbosa et al.,2203.06309,https://arxiv.org/abs/2203.06309,IF,IF: Micro Pattern Gas Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06309.pdf
272,arxiv:2203.04981,Micro- and Macro-Structure of Black Holes,I. Bena et al.,2203.04981,https://arxiv.org/abs/2203.04981,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.04981.pdf
273,arxiv:2202.11578,Mini-Review: Expectations for Supersymmetry from the String Landscape,H. Baer et al.,2202.11578,https://arxiv.org/abs/2202.11578,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Beyond-Standard-Model Model Building,2,https://www.slac.stanford.edu/econf/C210711/papers/2202.11578.pdf
274,arxiv:2209.03303,Model-Agnostic Exploration of the Mass Reach of Precision Higgs Boson Coupling Measurements,M. E. Peskin.,2209.03303,https://arxiv.org/abs/2209.03303,EF,EF: Higgs Boson as a Portal to New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.03303.pdf
275,arxiv:2103.10217,Model-Independent Searches for New Physics in Multi-Body Invariant Masses,S. V. Chekanov et al.,2103.10217,https://arxiv.org/abs/2103.10217,EF | TF,EF: Beyond the Standard Model - More General Explorations | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2103.10217.pdf
276,arxiv:2203.04714,Modeling Needs for High Power Target,C. Barbier et al.,2203.04714,https://arxiv.org/abs/2203.04714,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.04714.pdf
277,arxiv:2203.07700,"Modeling, Statistics, Simulations, and Computing Needs for Direct Dark Matter Detection",Y. Kahn et al.,2203.07700,https://arxiv.org/abs/2203.07700,CF | CompF,CF: Dark Matter: Particle-like | CompF: General - centered on this frontier:,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07700.pdf
278,arxiv:2003.09084,Modern and Future Colliders,"V. Shiltsev, F. Zimmermann",2003.09084,https://arxiv.org/abs/2003.09084,AF,AF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2003.09084.pdf
279,arxiv:2209.03988,"MoEDAL-MAPP, an LHC Dedicated Detector Search Facility",J. Pinfold.,2209.03988,https://arxiv.org/abs/2209.03988,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.03988.pdf
280,arxiv:2203.07626,Monolithic Active Pixel Sensors on CMOS technologies,N. Apadula et al.,2203.07626,https://arxiv.org/abs/2203.07626,IF,IF: Solid State Detectors and Tracking,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07626.pdf
281,arxiv:2201.13321,Moonshine,S. M. Harrison et al.,2201.13321,https://arxiv.org/abs/2201.13321,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2201.13321.pdf
282,arxiv:2203.17258,"More is Different: Non-Minimal Dark Sectors and Their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021",K. R. Dienes et al.,2203.17258,https://arxiv.org/abs/2203.17258,CF | EF | TF,CF: Dark Matter: Cosmic Probes | EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Astro-Particle Physics and Cosmology,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.17258.pdf
283,arxiv:2203.06267,MPGDs for TPCs at Future Lepton Colliders,A. Bellerive et al.,2203.06267,https://arxiv.org/abs/2203.06267,IF,IF: Micro Pattern Gas Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06267.pdf
