paper_id,record_id,title,authors_as_listed,source_url,source_version,source_version_url,source_license,source_license_url,license_evidence_url,permits_adaptation,permits_commercial_reuse,license_decision,license_evidence,license_checked_at,translation_status,translation_license,machine_model,human_reviewers,frontiers,topics,notes
arXiv:2203.07572,arxiv:2203.07572,Measuring the Electron Neutrino Mass using the Electron Capture Decay of 163Ho,J. Ullom et al.,https://arxiv.org/abs/2203.07572,v1,https://arxiv.org/abs/2203.07572v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:16+00:00,not-started,,,,IF | NF,IF: Quantum Sensors | NF: Neutrino Properties,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2004.00580,arxiv:2004.00580,Measuring the Neutrino Event Time in Liquid Argon by a Post-Reconstruction One-parameter Fit,E. Angelico et al.,https://arxiv.org/abs/2004.00580,v1,https://arxiv.org/abs/2004.00580v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:17+00:00,not-started,,,,IF | NF,IF: Noble Element-Based Detectors | NF: Neutrino Detectors,Manual source-license review is required before publishing a full translation.
arXiv:2203.07668,arxiv:2203.07668,Measuring the Tau Polarization at ILC,"K. Yumino, D. Jeans.",https://arxiv.org/abs/2203.07668,v1,https://arxiv.org/abs/2203.07668v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:18+00:00,not-started,,,,EF,EF: Electroweak Precision Physics and Constraining New Physics,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07371,arxiv:2203.07371,Medium-Grain Niobium SRF Cavity Production Technology for Science Frontiers and Accelerator Applications,G. Myneni et al.,https://arxiv.org/abs/2203.07371,v1,https://arxiv.org/abs/2203.07371v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:18+00:00,not-started,,,,AF,AF: Accelerator Technology - RF,Manual source-license review is required before publishing a full translation.
arXiv:2203.06309,arxiv:2203.06309,Micro Pattern Gaseous Detectors for Nuclear Physics,F. Barbosa et al.,https://arxiv.org/abs/2203.06309,v1,https://arxiv.org/abs/2203.06309v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:20+00:00,not-started,,,,IF,IF: Micro Pattern Gas Detectors,Manual source-license review is required before publishing a full translation.
arXiv:2203.04981,arxiv:2203.04981,Micro- and Macro-Structure of Black Holes,I. Bena et al.,https://arxiv.org/abs/2203.04981,v1,https://arxiv.org/abs/2203.04981v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:22+00:00,not-started,,,,TF,"TF: String Theory, Quantum Gravity, and Black Holes",Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2202.11578,arxiv:2202.11578,Mini-Review: Expectations for Supersymmetry from the String Landscape,H. Baer et al.,https://arxiv.org/abs/2202.11578,v2,https://arxiv.org/abs/2202.11578v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:25+00:00,not-started,,,,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Beyond-Standard-Model Model Building,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2209.03303,arxiv:2209.03303,Model-Agnostic Exploration of the Mass Reach of Precision Higgs Boson Coupling Measurements,M. E. Peskin.,https://arxiv.org/abs/2209.03303,v3,https://arxiv.org/abs/2209.03303v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:20+00:00,not-started,,,,EF,EF: Higgs Boson as a Portal to New Physics,Manual source-license review is required before publishing a full translation.
arXiv:2103.10217,arxiv:2103.10217,Model-Independent Searches for New Physics in Multi-Body Invariant Masses,S. V. Chekanov et al.,https://arxiv.org/abs/2103.10217,v2,https://arxiv.org/abs/2103.10217v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:20+00:00,not-started,,,,EF | TF,EF: Beyond the Standard Model - More General Explorations | TF: Collider Phenomenology,Manual source-license review is required before publishing a full translation.
arXiv:2203.04714,arxiv:2203.04714,Modeling Needs for High Power Target,C. Barbier et al.,https://arxiv.org/abs/2203.04714,v1,https://arxiv.org/abs/2203.04714v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:20+00:00,not-started,,,,AF,AF: Accelerator Technology - Targets and Sources,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07700,arxiv:2203.07700,"Modeling, Statistics, Simulations, and Computing Needs for Direct Dark Matter Detection",Y. Kahn et al.,https://arxiv.org/abs/2203.07700,v2,https://arxiv.org/abs/2203.07700v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:23+00:00,not-started,,,,CF | CompF,CF: Dark Matter: Particle-like | CompF: General - centered on this frontier:,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2003.09084,arxiv:2003.09084,Modern and Future Colliders,"V. Shiltsev, F. Zimmermann",https://arxiv.org/abs/2003.09084,v1,https://arxiv.org/abs/2003.09084v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:22+00:00,not-started,,,,AF,AF: General - centered on this frontier,Manual source-license review is required before publishing a full translation.
arXiv:2209.03988,arxiv:2209.03988,"MoEDAL-MAPP, an LHC Dedicated Detector Search Facility",J. Pinfold.,https://arxiv.org/abs/2209.03988,v2,https://arxiv.org/abs/2209.03988v2,CC-BY-NC-SA-4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,True,False,eligible-noncommercial-only-after-sharealike-check,arxiv_abs_page,2026-08-09T05:49:22+00:00,not-started,,,,EF,EF: Beyond the Standard Model - More General Explorations,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07626,arxiv:2203.07626,Monolithic Active Pixel Sensors on CMOS technologies,N. Apadula et al.,https://arxiv.org/abs/2203.07626,v2,https://arxiv.org/abs/2203.07626v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:22+00:00,not-started,,,,IF,IF: Solid State Detectors and Tracking,Manual source-license review is required before publishing a full translation.
arXiv:2201.13321,arxiv:2201.13321,Moonshine,S. M. Harrison et al.,https://arxiv.org/abs/2201.13321,v2,https://arxiv.org/abs/2201.13321v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:25+00:00,not-started,,,,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,Manual source-license review is required before publishing a full translation.
arXiv:2203.17258,arxiv:2203.17258,"More is Different: Non-Minimal Dark Sectors and Their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021",K. R. Dienes et al.,https://arxiv.org/abs/2203.17258,v1,https://arxiv.org/abs/2203.17258v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:23+00:00,not-started,,,,CF | EF | TF,CF: Dark Matter: Cosmic Probes | EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Astro-Particle Physics and Cosmology,Manual source-license review is required before publishing a full translation.
arXiv:2203.06267,arxiv:2203.06267,MPGDs for TPCs at Future Lepton Colliders,A. Bellerive et al.,https://arxiv.org/abs/2203.06267,v2,https://arxiv.org/abs/2203.06267v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:34+00:00,not-started,,,,IF,IF: Micro Pattern Gas Detectors,Manual source-license review is required before publishing a full translation.
arXiv:2203.06525,arxiv:2203.06525,MPGDs for Tracking and Muon Detection at Future High Energy Physics Colliders,K. Black et al.,https://arxiv.org/abs/2203.06525,v1,https://arxiv.org/abs/2203.06525v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:27+00:00,not-started,,,,IF,IF: Micro Pattern Gas Detectors,Manual source-license review is required before publishing a full translation.
arXiv:2203.06562,arxiv:2203.06562,MPGDs: Recent Advances and Current R&D,K. Dehmelt et al.,https://arxiv.org/abs/2203.06562,v3,https://arxiv.org/abs/2203.06562v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:28+00:00,not-started,,,,IF,IF: Micro Pattern Gas Detectors,Manual source-license review is required before publishing a full translation.
arXiv:2205.11920,arxiv:2205.11920,MSSM Under Higgs Factories,H. Li et al.,https://arxiv.org/abs/2205.11920,v1,https://arxiv.org/abs/2205.11920v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:31+00:00,not-started,,,,EF | TF,EF: Higgs Boson as a Portal to New Physics | TF: Collider Phenomenology,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07569,arxiv:2203.07569,Mu2e-II: Muon to Electron Conversion with PIP-II,K. Byrum et al.,https://arxiv.org/abs/2203.07569,v2,https://arxiv.org/abs/2203.07569v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:27+00:00,not-started,,,,RPF,RPF: Charged Lepton Flavor Violation,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.11226,arxiv:2203.11226,Multi-Experiment Probes for Dark Energy – Transients,A. G. Kim et al.,https://arxiv.org/abs/2203.11226,v2,https://arxiv.org/abs/2203.11226v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:31+00:00,not-started,,,,CF,CF: Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,Manual source-license review is required before publishing a full translation.
arXiv:2203.07256,arxiv:2203.07256,Muon Collider Physics Summary,C. Aimè et al.,https://arxiv.org/abs/2203.07256,v2,https://arxiv.org/abs/2203.07256v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:35+00:00,not-started,,,,EF | TF,EF: General - centered on this frontier | TF: General - cross-listed,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.11406,arxiv:2203.11406,Muonium to Antimuonium Conversion,A.-Y. Bai et al.,https://arxiv.org/abs/2203.11406,v1,https://arxiv.org/abs/2203.11406v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:52:12+00:00,not-started,,,,RPF,RPF: Charged Lepton Flavor Violation,Manual source-license review is required before publishing a full translation.
arXiv:2205.05708,arxiv:2205.05708,Naturalness,N. Craig.,https://arxiv.org/abs/2205.05708,v1,https://arxiv.org/abs/2205.05708v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:34+00:00,not-started,,,,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Effective Field Theory Techniques,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.06752,arxiv:2203.06752,Nb3Sn Superconducting Radiofrequency Cavities: a Maturing Technology for Particle Accelerators and Detectors,S. Posen et al.,https://arxiv.org/abs/2203.06752,v1,https://arxiv.org/abs/2203.06752v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:31+00:00,not-started,,,,AF,AF: Accelerator Technology - RF,Manual source-license review is required before publishing a full translation.
arXiv:2203.09094,arxiv:2203.09094,Near Term Applications driven by Advanced Accelerator Concepts,C. Emma et al.,https://arxiv.org/abs/2203.09094,v1,https://arxiv.org/abs/2203.09094v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:38+00:00,not-started,,,,AF,AF: Advanced Accelerator Concepts,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08208,arxiv:2203.08208,Need for Amplitude Analysis in the Discovery of New Hadrons,M. Albaladejo et al.,https://arxiv.org/abs/2203.08208,v1,https://arxiv.org/abs/2203.08208v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:35+00:00,not-started,,,,RPF,RPF: Hadron Spectroscopy,Manual source-license review is required before publishing a full translation.
arXiv:2204.08668,arxiv:2204.08668,Neutrino Flavor Model Building and the Origins of Flavor and CP Violation,Y. Almumin et al.,https://arxiv.org/abs/2204.08668,v1,https://arxiv.org/abs/2204.08668v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:36+00:00,not-started,,,,NF | TF,NF: Neutrinos Beyond the Standard Model | TF: Theory of Neutrino Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.11298,arxiv:2203.11298,Neutrino Scattering Measurements on Hydrogen and Deuterium,L. Alvarez Ruso et al.,https://arxiv.org/abs/2203.11298,v2,https://arxiv.org/abs/2203.11298v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:39+00:00,not-started,,,,NF | TF,NF: Neutrino Interaction Cross Sections | TF: Theory of Neutrino Physics,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.01955,arxiv:2203.01955,Neutrino Self-Interactions,J. M. Berryman et al.,https://arxiv.org/abs/2203.01955,v1,https://arxiv.org/abs/2203.01955v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:41+00:00,not-started,,,,NF | TF,NF: Neutrinos Beyond the Standard Model | TF: Theory of Neutrino Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.12169,arxiv:2203.12169,Neutrinoless Double-Beta Decay: A Roadmap for Matching Theory to Experiment,V. Cirigliano et al.,https://arxiv.org/abs/2203.12169,v1,https://arxiv.org/abs/2203.12169v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:40+00:00,not-started,,,,NF | RPF | TF,NF: Neutrino Properties | RPF: Baryon and Lepton Number Violation | TF: Theory of Neutrino Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.07545,arxiv:2203.07545,Neutrinos from Stored Muons (nuSTORM),L. Alvarez Ruso et al. (nuSTORM Collaboration),https://arxiv.org/abs/2203.07545,v2,https://arxiv.org/abs/2203.07545v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:39+00:00,not-started,,,,NF | RPF,NF: Artificial Neutrino Sources | RPF: Baryon and Lepton Number Violation,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.06776,arxiv:2203.06776,New Approach to DM Searches with Mono-Photon Signature,J. Kalinowski et al.,https://arxiv.org/abs/2203.06776,v1,https://arxiv.org/abs/2203.06776v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:43+00:00,not-started,,,,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08806,arxiv:2203.08806,New Directions for Surrogate Models and Differentiable Programming for High Energy Physics Detector Simulation,A. Adelmann et al.,https://arxiv.org/abs/2203.08806,v1,https://arxiv.org/abs/2203.08806v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:37+00:00,not-started,,,,CompF,CompF: Machine Learning,Manual source-license review is required before publishing a full translation.
arXiv:2203.14915,arxiv:2203.14915,New Horizons: Scalar and Vector Ultralight Dark Matter,D. Antypas et al.,https://arxiv.org/abs/2203.14915,v1,https://arxiv.org/abs/2203.14915v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:45+00:00,not-started,,,,CF | IF | RPF | TF,CF: Dark Matter: Wave-like | IF: Quantum Sensors | RPF: Fundamental Physics in Small Experiments | TF: Astro-Particle Physics and Cosmology,Manual source-license review is required before publishing a full translation.
arXiv:2203.05010,arxiv:2203.05010,New Ideas in Baryogenesis,G. Elor et al.,https://arxiv.org/abs/2203.05010,v2,https://arxiv.org/abs/2203.05010v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:40+00:00,not-started,,,,TF,TF: Beyond-Standard-Model Model Building,Manual source-license review is required before publishing a full translation.
arXiv:2006.04824,arxiv:2006.04824,New Physics in B Meson Mixing: Future Sensitivity and Limitations,J. Charles et al.,https://arxiv.org/abs/2006.04824,v1,https://arxiv.org/abs/2006.04824v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:42+00:00,not-started,,,,RPF | TF,RPF: Weak Decays of b and c Quarks | TF: Theory Techniques for Precision Physics,Manual source-license review is required before publishing a full translation.
arXiv:2201.07805,arxiv:2201.07805,New Physics Searches at Kaon and Hyperon Factories,E. Goudzovski et al.,https://arxiv.org/abs/2201.07805,v2,https://arxiv.org/abs/2201.07805v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:42+00:00,not-started,,,,RPF,RPF: Weak Decays of Strange and Light Quarks,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07913,arxiv:2203.07913,New Physics with Missing Energy at Future Lepton Colliders,J. Kalinowski et al.,https://arxiv.org/abs/2203.07913,v1,https://arxiv.org/abs/2203.07913v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:40+00:00,not-started,,,,EF | TF,EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Collider Phenomenology,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2204.02536,arxiv:2204.02536,Next-Generation Superconducting RF Technology based on Advanced Thin Film Technologies and Innovative Materials for Accelerator Enhanced Performance and Energy Reach,A.- M. Valente-Feliciano et al.,https://arxiv.org/abs/2204.02536,v1,https://arxiv.org/abs/2204.02536v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:46+00:00,not-started,,,,AF,AF: Accelerator Technology - RF,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.09939,arxiv:2203.09939,"Novel Low Workfunction Semiconductors for Calorimetry and Detection: High Energy, Dark Matter and Neutrino Phenomena",D. R. Winn.,https://arxiv.org/abs/2203.09939,v1,https://arxiv.org/abs/2203.09939v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:43+00:00,not-started,,,,IF,IF: Calorimetry,Manual source-license review is required before publishing a full translation.
arXiv:2203.08357,arxiv:2203.08357,Novel Materials and Concepts for Next-Generation High Power Target Applications,K. Ammigan et al.,https://arxiv.org/abs/2203.08357,v1,https://arxiv.org/abs/2203.08357v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:47+00:00,not-started,,,,AF,AF: Accelerator Technology - Targets and Sources,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2202.11828,arxiv:2202.11828,Novel Sensors for Particle Tracking,M. R. Hoeferkamp et al.,https://arxiv.org/abs/2202.11828,v1,https://arxiv.org/abs/2202.11828v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:44+00:00,not-started,,,,IF,IF: Solid State Detectors and Tracking,Manual source-license review is required before publishing a full translation.
arXiv:2112.12593,arxiv:2112.12593,Nu Tools: Exploring Practical Roles for Neutrinos in Nuclear Energy and Security,O. A. Akindele et al.,https://arxiv.org/abs/2112.12593,v1,https://arxiv.org/abs/2112.12593v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:46+00:00,not-started,,,,NF,NF: Neutrino Applications,Manual source-license review is required before publishing a full translation.
arXiv:2203.08139,arxiv:2203.08139,Numerical Relativity for Next-Generation Gravitational-Wave Probes of Fundamental Physics,F. Foucart et al.,https://arxiv.org/abs/2203.08139,v3,https://arxiv.org/abs/2203.08139v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:55+00:00,not-started,,,,CF | CompF,CF: Cosmic Probes of Fundamental Physics | CompF: Theoretical Calculations and Simulations,Manual source-license review is required before publishing a full translation.
arXiv:2203.10377,arxiv:2203.10377,Nurturing the Industrial Accelerator Technology Base in the US,A. M. M. Todd,https://arxiv.org/abs/2203.10377,v2,https://arxiv.org/abs/2203.10377v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:49:55+00:00,not-started,,,,AF | CEF,AF: General - centered on this frontier | CEF: Applications and Industry,Manual source-license review is required before publishing a full translation.
arXiv:2203.06200,arxiv:2203.06200,Observational Facilities to Study Dark Matter,S.Chakrabarti et al.,https://arxiv.org/abs/2203.06200,v1,https://arxiv.org/abs/2203.06200v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:54+00:00,not-started,,,,CF,CF: Dark Matter: Cosmic Probes,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2205.01799,arxiv:2205.01799,Observational Signatures of Quantum Gravity,K. M. Zurek et al.,https://arxiv.org/abs/2205.01799,v1,https://arxiv.org/abs/2205.01799v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:50+00:00,not-started,,,,CF | TF,"CF: Cosmic Probes of Fundamental Physics | TF: String Theory, Quantum Gravity, and Black Holes",Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.09524,arxiv:2203.09524,On the Importance of Rare Kaon Decays,J. Aebischer et al.,https://arxiv.org/abs/2203.09524,v1,https://arxiv.org/abs/2203.09524v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:49:46+00:00,not-started,,,,RPF,RPF: Weak Decays of Strange and Light Quarks,Adaptation is indicated by the source license; preserve attribution and all license conditions.
